audio_file,raw_text,label
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia2_utt0.mp4,"Hey, Mon.",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia2_utt1.mp4,Hey-hey-hey. You wanna hear something that sucks.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia2_utt2.mp4,Do I ever.,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia2_utt4.mp4,No way!,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia2_utt5.mp4,"Yeah, apparently they’re turning it into some kinda coffee place.",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia2_utt6.mp4,Just coffee! Where are we gonna hang out now?,2.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia2_utt8.mp4,Can I get a beer.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia2_utt9.mp4,"Hey, did you pick a roommate?",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia2_utt10.mp4,You betcha!,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia2_utt11.mp4,Is it the Italian guy?,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia2_utt12.mp4,"Um-mm, yeah right!",1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia3_utt0.mp4,"Oh my God, oh my God! Poor Monica!",1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia3_utt1.mp4,"What, what, what?!",1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia3_utt2.mp4,What?!,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia3_utt3.mp4,He was with her when he wrote this poem.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia3_utt4.mp4,"Look,   My vessel so empty with nothing inside.",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia3_utt5.mp4,"Now that I have touched you, you seem emptier still. ",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia3_utt6.mp4,"He thinks Monica is empty, she is the empty vase!",1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia3_utt9.mp4,Done.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia4_utt0.mp4,Hey!,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia4_utt1.mp4,Hi!,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia4_utt2.mp4,What are you doing here?,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia4_utt3.mp4,"Ah y know, this building is on my paper route so I...",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia4_utt4.mp4,Oh.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia4_utt5.mp4,Hi.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia4_utt6.mp4,Hi.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia4_utt7.mp4,How’d did it go?,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia4_utt8.mp4,"Oh well, the woman I interviewed with was pretty tough, but y know thank God Mark coached me, because once I started talking about the fall line, she got all happy and wouldn’t shut up.",1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia4_utt9.mp4,I’m so proud of you.,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia4_utt10.mp4,Me too!,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia4_utt12.mp4,I know.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia4_utt13.mp4,Yeah.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia4_utt14.mp4,Yeah.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia5_utt0.mp4,Ameri-can.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia5_utt1.mp4,Ameri-ccan.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia5_utt2.mp4,Ameri-can. Y know it’s a,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia5_utt3.mp4,Everybody!!,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia6_utt0.mp4,Good job Joe! Well done! Top notch!,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia6_utt1.mp4,You liked it? You really liked it?,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia6_utt2.mp4,"Oh-ho-ho, yeah!",1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia6_utt3.mp4,Which part exactly?,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia6_utt4.mp4,The whole thing! Can we go?,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia6_utt5.mp4,"Oh no-no-no, give me some specifics.",3.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia6_utt6.mp4,"I love the specifics, the specifics were the best part!",1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia6_utt7.mp4,"Hey, what about the scene with the kangaroo? Did-did you like that part?",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia6_utt8.mp4,I was surprised to see a kangaroo in a World War I epic.,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia6_utt9.mp4,You fell asleep!!,3.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia6_utt10.mp4,There was no kangaroo!,3.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia6_utt11.mp4,They didn’t take any of my suggestions!,3.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia6_utt12.mp4,That’s for coming buddy.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia6_utt13.mp4,I’ll see you later.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia6_utt17.mp4,Look!,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia6_utt18.mp4,This guy fell asleep!,3.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia6_utt19.mp4,He fell asleep too!,3.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia6_utt20.mp4,Be mad at him!,3.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia6_utt21.mp4,"Or, call an ambulance.",3.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia7_utt0.mp4,"Okay, look, I think we have to tell Rachel she messed up her dessert.",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia7_utt1.mp4,"What?! What is with everybody? It’s Thanksgiving, not...Truth-Day!",3.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia8_utt0.mp4,"Yes, and it is my dying wish to have that ring.",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia8_utt1.mp4,"See, if I’m not buried with that ring then my spirit is going to wander the nether world for all eternity",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia8_utt2.mp4,"Okay, that’s enough honey!",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia8_utt3.mp4,I don’t know.  Let me see the ring.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia8_utt4.mp4,"Great! Okay, here.",1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia8_utt5.mp4,All right.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia8_utt6.mp4,Thank you. Thank you. Thank you!  And,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia9_utt0.mp4,What have you been up to?,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia9_utt1.mp4,"Oh, you know, the usual, teaching aerobics, partying way too much.",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia9_utt2.mp4,"Oh, and in case you were wondering, those are my legs on the new James Bond poster.",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia9_utt3.mp4,Can you hold on a moment? I have another call.  I love her.,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia9_utt4.mp4,I know.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia9_utt5.mp4,I m back.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia9_utt6.mp4,"So, are we gonna get together or what?",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia9_utt7.mp4,"Um, absolutely. Uh, how  bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia9_utt8.mp4,"Great, I will see you then.",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia9_utt9.mp4,Ok.  Ok. Having a phone has finally paid off.,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia9_utt10.mp4,"Even though you do do a good Bob impression, I m thinkin  when she sees you tomorow, she s probably gonna realize, ""Hey, you re not Bob.""",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia9_utt11.mp4,"I m hoping that when Bob doesn t show up, she will seek comfort in the open arms of the wry stranger at the next table.",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia9_utt12.mp4,Oh my god. You are pure evil.,2.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia9_utt13.mp4,"Ok, pure evil , horny and alone . I have done this",3.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia10_utt0.mp4,Nobody!,3.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia10_utt1.mp4,Nobody respects the bucket!,3.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia10_utt2.mp4,You wouldn t believe what people put in here!,3.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia10_utt3.mp4,Look!,3.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia10_utt4.mp4,"Okay, does this look like a garbage can to you?",3.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia10_utt5.mp4,No.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia11_utt0.mp4,This is my wedding.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia11_utt1.mp4,"All right, y’know what? We really are late! Let’s go! Let’s go! Let’s go!!",3.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia11_utt2.mp4,Fine. You’ll-you’ll watch it on video when we get back.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia11_utt3.mp4,Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia11_utt4.mp4,Thank you.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia11_utt5.mp4,Thank you.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia11_utt6.mp4,"All right, let’s go! Bye, Pheebs!",1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia11_utt7.mp4,"Bye, Pheebs!",1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia11_utt8.mp4,London baby!!,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia11_utt9.mp4,"Oh, do you need a hug? You don’t have to bring me anything!",1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia12_utt0.mp4,Hey!,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia12_utt1.mp4,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I’ll have my health insurance back in no time.,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia12_utt2.mp4,"That’s great, but shouldn’t you be on the toilet right now?",2.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia12_utt3.mp4,What?!,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia12_utt4.mp4,What’s wrong with you?,2.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia12_utt5.mp4,Nothing!,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia12_utt6.mp4,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven’t been able to stand up since.",2.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia12_utt7.mp4,"But um, I don’t think it’s anything serious.",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia12_utt8.mp4,This sounds like a hernia. You have to—you-you go to the doctor!,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia12_utt9.mp4,"No way! ‘Kay look, if I have to go to the doctor for anything it’s gonna be for this thing sticking out of my stomach!",2.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia12_utt10.mp4,That’s a hernia.,2.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia12_utt11.mp4,Why did I have to start working out again?  Damn you 15s!,3.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia13_utt0.mp4,I love your place! Where is this guy from?,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia13_utt1.mp4,Uh that’s an eighteenth century Indian artifact from Calcutta.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia13_utt2.mp4,"Oh wow! So, you’re more than just dinosaurs.",1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia13_utt3.mp4,So much more.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia14_utt0.mp4,"Well, well to sum up, we’re having fun, you look young.",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia14_utt1.mp4,Okay,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia14_utt2.mp4,But that’s not enough. So… So…here’s a key to my apartment.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia14_utt3.mp4,Really?!,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia14_utt4.mp4,Really.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia14_utt5.mp4,You don’t think this is too fast.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia15_utt0.mp4,Get Out!,3.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia15_utt1.mp4,"Ross, can I talk to you for a minute?",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia15_utt2.mp4,"Yes, please!  So, what s going on?",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia15_utt4.mp4,"Oh my God, wh-what happened?",1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia15_utt6.mp4,I knew that was him!,3.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia15_utt8.mp4,"Hey, you ok?",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia15_utt10.mp4,There was hum...  there was another reason that I thought it was time to end it with Joey.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia15_utt11.mp4,I started to realize that I was having feelings for someone  else.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia15_utt12.mp4,"Ok Geller. Last day of the conference, you know what happens to the keynote speaker.",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia15_utt13.mp4,"Oh, professor Clerk we re kind of in the middle of a conversation, here.",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia15_utt14.mp4,"Yeah, can you guys just throw him in the pool later?",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia15_utt15.mp4,Or we could throw you both in,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia15_utt16.mp4,"Ok, gentlemen!",3.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia15_utt17.mp4,Please!,3.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia15_utt18.mp4,Aren t we a little old for this?,3.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia15_utt19.mp4,"I mean, we re scientists, right?",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia15_utt20.mp4,We re academics.,3.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia15_utt21.mp4,And most importantly I... you-you will have to catch us first.,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia15_utt22.mp4,"GO, GO, GO!",1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia16_utt0.mp4,"Go, go, go!",1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia16_utt1.mp4,"Oh yeah, now everybody wants to be under this hat!",1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia16_utt2.mp4,Oy!!,2.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia16_utt3.mp4,What’s with all this sand?,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia16_utt4.mp4,"Oh, yeah, Bob said there might be flood damage.",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia16_utt5.mp4,"Yeah, either that, or he has a really big cat.",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia17_utt0.mp4,"Okay, see that blind guy right there? I m gonna bash his head in later.",3.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia17_utt1.mp4,"Oh umm, my big scene is coming up. Big scene coming up.",1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia17_utt2.mp4,"If you said, ""Big lima bean, bubbling up."" Would she understand the difference?",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia17_utt3.mp4,Rach? What are you doing?,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia17_utt4.mp4,"Oh boy, I just can t watch. It s too scary!",2.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia17_utt5.mp4,It s a diaper commercial.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia17_utt6.mp4,"Oh yeah well, you know me, babies, responsibilities, ahhh!!!",2.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia17_utt7.mp4,Pizza delivery!,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia17_utt8.mp4,I will get it! I will get that!,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia17_utt9.mp4,Hi!,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia17_utt10.mp4,Hi!,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia18_utt0.mp4,"Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia18_utt1.mp4,"Uhh, the ball thing.",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia18_utt2.mp4,Yeah?,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia18_utt3.mp4,"Hey Ross, wouldn t it be great if we could go two straight hours without dropping it?!",1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia18_utt4.mp4,"Uhh,",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia18_utt5.mp4,Okay!,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia18_utt6.mp4,Uh-oh.,2.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia18_utt7.mp4,What?,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia18_utt9.mp4,"Man, I didn t think we were gonna make it!",1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia18_utt10.mp4,"I know!  Don t switch hands, okay?",2.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia19_utt0.mp4,Hey.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia19_utt1.mp4,Hey!,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia20_utt0.mp4,How did it go with Erin?,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia20_utt1.mp4,"Oh, unbelievable! We had the best time!",1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia20_utt2.mp4,"Yay!! Oh so, you’re not, you’re not mad at us anymore?",1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia20_utt3.mp4,No!,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia20_utt4.mp4,No!,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia20_utt5.mp4,No!,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia20_utt6.mp4,You guys were totally right!,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia20_utt7.mp4,This is so much better than the first time we went out.,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia20_utt8.mp4,Y’know?,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia20_utt9.mp4,"That was so awkward, we were really nervous.",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia20_utt10.mp4,Didn’t you sleep together?,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia20_utt11.mp4,"Yeah, that really calms me down.",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia20_utt12.mp4,And!,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia20_utt13.mp4,We have so much in common!,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia20_utt14.mp4,"She loves sandwiches, sports, although she is a Met fan, not much of an issue now but if we were ever to have kids, well that’s a",1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia20_utt15.mp4,"Oh my God! Listen to you talkin’ about having kids. Oh my Joey.  Oh, please don’t get married before I do.",1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia20_utt16.mp4,Okay.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia21_utt0.mp4,How does she do that?,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia21_utt1.mp4,I cannot sleep in a public place.,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia21_utt2.mp4,Would you look at her? She is so peaceful.,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia21_utt3.mp4,Oh! What what what! ...Hi.,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia21_utt4.mp4,"It s okay, y know, you just nodded off again.",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia21_utt5.mp4,What s going on with you?,1.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia21_utt6.mp4,I got no sleep last night!,3.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia21_utt7.mp4,Why?,0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia21_utt8.mp4,"My grandmother has this new boyfriend, and they re both kind of insecure in bed.",2.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia21_utt9.mp4,"Oh, and deaf.",0.0
C:/Users/admin/Documents/EmotionData/MELD.Raw/train/train_splits/dia21_utt10.mp4,"So they re constantly, like, having to reassure each other that they re having a good time.",0.0
